"symbol","name","sector","exchange","emp_count","start_adj_close","end_adj_close","delta_adj_close","start_vol","end_vol","delta_vol","div_count","div_action","split_count","split_action","market_cap","cap_size"
"OZK","BANK OZK","Financials","NASDAQ",2962,50.5400009155273,44.310001373291,-6.22999954223633,2109800,2886600,776800,0,0,0,0,4330584576,"Medium Cap"
"KVUE","KENVUE INC","Consumer Staples","New York Stock Exchange Inc.",22000,20.596076965332,23.3099994659424,2.71392250061035,19203400,35334700,16131300,1,1,0,0,42677989376,"Large Cap"
"PG","PROCTER & GAMBLE","Consumer Staples","New York Stock Exchange Inc.",108000,160.739852905273,166.690002441406,5.95014953613281,13914700,16027300,2112600,1,1,0,0,383969165312,"Large Cap"
"GL","GLOBE LIFE INC","Financials","New York Stock Exchange Inc.",3636,119.307472229004,126.572700500488,7.26522827148438,542200,1735100,1192900,0,0,0,0,9757721600,"Medium Cap"
"COOP","MR COOPER GROUP INC","Financials","NASDAQ",6800,102.809997558594,104.190002441406,1.3800048828125,540300,1339300,799000,0,0,0,0,8587212288,"Medium Cap"
"PKE","PARK AEROSPACE CORP","Industrials","New York Stock Exchange Inc.",123,14.8509979248047,13.7116622924805,-1.13933563232422,81200,142700,61500,0,0,0,0,249264256,"Small Cap"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","New York Stock Exchange Inc.",14700,138.910003662109,123.059997558594,-15.8500061035156,2328200,3075700,747500,0,0,0,0,27927693312,"Large Cap"
"IE","IVANHOE ELECTRIC INC","Materials","Nyse Mkt Llc",244,6.57999992370605,6.98000001907349,0.400000095367432,498400,1840900,1342500,0,0,0,0,628358080,"Small Cap"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","NASDAQ",5254,49.2200012207031,57.310001373291,8.09000015258789,9694000,7642800,-2051200,0,0,0,0,55547916288,"Large Cap"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","New York Stock Exchange Inc.",19300,10.8417272567749,8.22000026702881,-2.62172698974609,1576700,21124400,19547700,1,1,0,0,970312000,"Small Cap"
"JJSF","J AND J SNACK FOODS CORP","Consumer Staples","NASDAQ",5000,142.442733764648,126.709999084473,-15.7327346801758,189900,295300,105400,1,1,0,0,2613649408,"Medium Cap"
"APOG","APOGEE ENTERPRISES INC","Industrials","NASDAQ",4400,57.317325592041,46.7299995422363,-10.5873260498047,311700,898800,587100,1,1,0,0,990756992,"Small Cap"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","New York Stock Exchange Inc.",0,18.3281211853027,18.5300006866455,0.201879501342773,2632300,7357400,4725100,2,1,0,0,1205117696,"Small Cap"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrials","NASDAQ",2765,89.1790313720703,95.0299987792969,5.85096740722656,666700,696400,29700,1,1,0,0,3407956736,"Medium Cap"
"EVC","ENTRAVISION COMMUNICATIONS CORP CL","Communication","New York Stock Exchange Inc.",1657,2.22213196754456,2.16000008583069,-0.0621318817138672,236500,500700,264200,1,1,0,0,175584256,"Small Cap"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","New York Stock Exchange Inc.",2698,36.1461601257324,33.7999992370605,-2.34616088867188,1637300,2272000,634700,1,1,0,0,1414833792,"Small Cap"
"AVNS","AVANOS MEDICAL INC","Health Care","New York Stock Exchange Inc.",3771,16.2000007629395,14.6700000762939,-1.53000068664551,1089300,1547700,458400,0,0,0,0,617362944,"Small Cap"
"MCO","MOODYS CORP","Financials","New York Stock Exchange Inc.",15776,483.840423583984,459.489990234375,-24.3504333496094,731400,1091200,359800,1,1,0,0,72392728576,"Large Cap"
"CIEN","CIENA CORP","Information Technology","New York Stock Exchange Inc.",8313,88.6800003051758,65.5599975585938,-23.120002746582,2319900,2539000,219100,0,0,0,0,7604810752,"Medium Cap"
"DAVE","DAVE INC CLASS A","Financials","NASDAQ",285,90.9199981689453,90.5699996948242,-0.349998474121094,316600,277600,-39000,0,0,0,0,927062336,"Small Cap"
"FLO","FLOWERS FOODS INC","Consumer Staples","New York Stock Exchange Inc.",9300,19.5480365753174,18.1599998474121,-1.38803672790527,2055400,16492800,14437400,1,1,0,0,3968102656,"Medium Cap"
"TK","TEEKAY CORPORATION CORP LTD","Energy","New York Stock Exchange Inc.",2200,7.03999996185303,6.69000005722046,-0.349999904632568,1041600,1910100,868500,0,0,0,0,488706080,"Small Cap"
"DBD","DIEBOLD NIXDORF INC","Information Technology","New York Stock Exchange Inc.",21000,45.9000015258789,42.6399993896484,-3.26000213623047,93800,269700,175900,0,0,0,0,1435158656,"Small Cap"
"CALM","CAL MAINE FOODS INC","Consumer Staples","NASDAQ",2929,112.700561523438,89.1999969482422,-23.5005645751953,574900,1669100,1094200,1,1,0,0,4526455296,"Medium Cap"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","New York Stock Exchange Inc.",5643,189.929992675781,216.229995727539,26.3000030517578,2460800,6326100,3865300,0,0,0,0,103065542656,"Large Cap"
"SLGN","SILGAN HOLDINGS INC","Materials","New York Stock Exchange Inc.",14520,52.786376953125,49.7700004577637,-3.01637649536133,584200,4421800,3837600,1,1,0,0,5106936832,"Medium Cap"
"POST","POST HOLDINGS INC","Consumer Staples","New York Stock Exchange Inc.",11430,107.910003662109,111.529998779297,3.6199951171875,568400,1030500,462100,0,0,0,0,6637741056,"Medium Cap"
"ATRC","ATRICURE INC","Health Care","NASDAQ",1200,39.6300010681152,33.5400009155273,-6.09000015258789,538900,956500,417600,0,0,0,0,1530420224,"Small Cap"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","New York Stock Exchange Inc.",10700,209.820007324219,163.649993896484,-46.1700134277344,1851400,31888900,30037500,0,0,0,0,17498755072,"Large Cap"
"PTCT","PTC THERAPEUTICS INC","Health Care","NASDAQ",988,45.25,57.1399993896484,11.8899993896484,784600,1038000,253400,0,0,0,0,3410312960,"Medium Cap"
"ELF","ELF BEAUTY INC","Consumer Staples","New York Stock Exchange Inc.",475,118.48999786377,62.8499984741211,-55.6399993896484,3645800,2297400,-1348400,0,0,0,0,3097975040,"Medium Cap"
"TG","TREDEGAR CORP","Materials","New York Stock Exchange Inc.",1900,8.02999973297119,7.78000020980835,-0.249999523162842,94500,473900,379400,0,0,0,0,234639392,"Small Cap"
"GTN","GRAY MEDIA INC","Communication","New York Stock Exchange Inc.",9374,3.21767210960388,4.96999979019165,1.75232768058777,799300,5312500,4513200,1,1,0,0,403847104,"Small Cap"
"NSIT","INSIGHT ENTERPRISES INC","Information Technology","NASDAQ",14437,172.25,154.179992675781,-18.0700073242188,340400,1307700,967300,0,0,0,0,4213435904,"Medium Cap"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","NASDAQ",7170,174.179412841797,173.050003051758,-1.12940979003906,384000,935700,551700,1,1,0,0,12583600128,"Large Cap"
"SPCE","VIRGIN GALACTIC HOLDINGS INC SHS C","Industrials","New York Stock Exchange Inc.",805,5.48999977111816,4.09999990463257,-1.3899998664856,5199900,2933400,-2266500,0,0,0,0,97347816,"Small Cap"
"SPNS","SAPIENS INTERNATIONAL NV","Information Technology","NASDAQ",5000,25.6900005340576,27.0300006866455,1.34000015258789,242100,258500,16400,0,0,0,0,1433506688,"Small Cap"
"TMUS","T MOBILE US INC","Communication","NASDAQ",67000,218.758850097656,255.839996337891,37.0811462402344,3700400,9207000,5506600,1,1,0,0,283277131776,"Large Cap"
"NRC","NATIONAL RESEARCH CORP","Health Care","NASDAQ",435,17.6678009033203,14.316668510437,-3.3511323928833,97000,143600,46600,0,0,0,0,284524192,"Small Cap"
"RNST","RENASANT CORP","Financials","New York Stock Exchange Inc.",2300,36.5452575683594,35.0499992370605,-1.49525833129883,401300,1607000,1205700,1,1,0,0,2788360448,"Medium Cap"
"RIOT","RIOT PLATFORMS INC","Information Technology","NASDAQ",534,12.7399997711182,7.94999980926514,-4.78999996185303,46327500,25519400,-20808100,0,0,0,0,2500485120,"Medium Cap"
"AVTR","AVANTOR INC","Health Care","New York Stock Exchange Inc.",14500,21.7700004577637,16.5400009155273,-5.22999954223633,8766600,11571800,2805200,0,0,0,0,10309915648,"Large Cap"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Consumer Discretionary","New York Stock Exchange Inc.",19000,5.90999984741211,4.44999980926514,-1.46000003814697,1317100,5282500,3965400,0,0,0,0,403515552,"Small Cap"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","NASDAQ",1690,30.6399993896484,26.6100006103516,-4.02999877929688,184500,512800,328300,0,0,0,0,603459008,"Small Cap"
"OMC","OMNICOM GROUP INC","Communication","New York Stock Exchange Inc.",75900,85.8811569213867,81.1399993896484,-4.74115753173828,2086600,11642500,9555900,1,1,0,0,14269451264,"Large Cap"
"MBI","MBIA INC","Financials","New York Stock Exchange Inc.",61,6.19000005722046,5.46000003814697,-0.730000019073486,329400,377700,48300,0,0,0,0,217601008,"Small Cap"
"TRST","TRUSTCO BANK CORP","Financials","NASDAQ",735,32.1371536254883,30.3099994659424,-1.8271541595459,103200,230400,127200,1,1,0,0,539398720,"Small Cap"
"PPG","PPG INDUSTRIES INC","Materials","New York Stock Exchange Inc.",53000,122.658393859863,110.730003356934,-11.9283905029297,2267900,3160500,892600,1,1,0,0,22504572928,"Large Cap"
"FNA","PARAGON INC","Health Care","New York Stock Exchange Inc.",574,11.3500003814697,13.0100002288818,1.65999984741211,530700,943300,412600,0,0,0,0,1095377920,"Small Cap"
"LMND","LEMONADE INC","Financials","New York Stock Exchange Inc.",1258,32.4000015258789,34.5800018310547,2.18000030517578,1447800,1914100,466300,0,0,0,0,2051342080,"Medium Cap"
"PHR","PHREESIA INC","Health Care","New York Stock Exchange Inc.",1438,27.3500003814697,27.4599990844727,0.10999870300293,424800,543100,118300,0,0,0,0,1428756992,"Small Cap"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Real Estate","New York Stock Exchange Inc.",516,27.6522045135498,27.7608394622803,0.108634948730469,363300,1906500,1543200,0,0,0,0,2771353600,"Medium Cap"
"TSVT","2SEVENTY BIO INC","Health Care","NASDAQ",274,2.45000004768372,4.94999980926514,2.49999976158142,246300,665200,418900,0,0,0,0,259075072,"Small Cap"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Health Care","New York Stock Exchange Inc.",570,79.3000030517578,84.2099990844727,4.90999603271484,290800,641700,350900,0,0,0,0,4104206592,"Medium Cap"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","NASDAQ",24000,119.819999694824,105.900001525879,-13.9199981689453,477500,1180400,702900,0,0,0,0,5332244992,"Medium Cap"
"FE","FIRSTENERGY CORP","Utilities","New York Stock Exchange Inc.",12042,39.8534126281738,39.560001373291,-0.293411254882812,2375900,7459300,5083400,1,1,0,0,22721449984,"Large Cap"
"XPOF","XPONENTIAL FITNESS INC CLASS A","Consumer Discretionary","New York Stock Exchange Inc.",310,15.9300003051758,8.65999984741211,-7.27000045776367,321800,674600,352800,0,0,0,0,364519776,"Small Cap"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","NASDAQ",0,30.0999984741211,33.7000007629395,3.60000228881836,2794600,7065400,4270800,1,1,0,0,17933453312,"Large Cap"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","New York Stock Exchange Inc.",1050,37.7400016784668,34.7799987792969,-2.96000289916992,2176600,2332300,155700,0,0,0,0,2495982848,"Medium Cap"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","New York Stock Exchange Inc.",533,219.75,198.520004272461,-21.2299957275391,94200,264600,170400,0,0,0,0,4344831488,"Medium Cap"
"FLNG","FLEX LNG LTD","Energy","New York Stock Exchange Inc.",10,25.3299999237061,22.3700008392334,-2.95999908447266,575100,440000,-135100,0,0,0,0,1130303360,"Small Cap"
"BOC","BOSTON OMAHA CORP CLASS A","Communication","New York Stock Exchange Inc.",439,14.8400001525879,13.9499998092651,-0.890000343322754,103100,284200,181100,0,0,0,0,444436544,"Small Cap"
"CEG","CONSTELLATION ENERGY CORP","Utilities","NASDAQ",13871,323.035400390625,222.479995727539,-100.555404663086,4032300,3733500,-298800,1,1,0,0,53563482112,"Large Cap"
"WCC","WESCO INTERNATIONAL INC","Industrials","New York Stock Exchange Inc.",20000,197.971267700195,162.619995117188,-35.3512725830078,588400,1409400,821000,1,1,0,0,6640145920,"Medium Cap"
"LMT","LOCKHEED MARTIN CORP","Industrials","New York Stock Exchange Inc.",122000,502.580261230469,439.700012207031,-62.8802490234375,1615900,7141700,5525800,1,1,0,0,101370716160,"Large Cap"
"STLD","STEEL DYNAMICS INC","Materials","NASDAQ",12600,124.187103271484,122.175247192383,-2.01185607910156,1925900,6338100,4412200,0,0,0,0,16370250752,"Large Cap"
"ANGI","ANGI INC CLASS A","Communication","NASDAQ",3800,18.7000007629395,15.6000003814697,-3.10000038146973,194910,225380,30470,0,0,0,0,604364800,"Small Cap"
"CVX","CHEVRON CORP","Energy","New York Stock Exchange Inc.",45600,156.504119873047,164.75,8.24588012695312,10131400,21625500,11494100,1,1,0,0,252258779136,"Large Cap"
"APP","APPLOVIN CORP CLASS A","Information Technology","NASDAQ",1717,338.390014648438,314.029998779297,-24.3600158691406,4919800,9505700,4585900,0,0,0,0,74576584704,"Large Cap"
"AXON","AXON ENTERPRISE INC","Industrials","NASDAQ",3330,605.580017089844,560,-45.5800170898438,531100,803500,272400,0,0,0,0,38607863808,"Large Cap"
"SIGA","SIGA TECHNOLOGIES INC","Health Care","NASDAQ",45,6.32000017166138,5.6100001335144,-0.710000038146973,306800,668500,361700,0,0,0,0,385044864,"Small Cap"
"BTBT","BIT DIGITAL INC","Information Technology","NASDAQ",24,3.70000004768372,2.32999992370605,-1.37000012397766,20420100,13115900,-7304200,0,0,0,0,367606560,"Small Cap"
"CXT","CRANE NXT","Information Technology","New York Stock Exchange Inc.",4000,66.3379669189453,52.9700012207031,-13.3679656982422,286300,625100,338800,1,1,0,0,2577350400,"Medium Cap"
"DAWN","DAY ONE BIOPHARMACEUTICALS INC","Health Care","NASDAQ",174,12.2399997711182,8.22999954223633,-4.01000022888184,948900,1688300,739400,0,0,0,0,731783104,"Small Cap"
"GM","GENERAL MOTORS","Consumer Discretionary","New York Stock Exchange Inc.",163000,53.7529907226562,49.7999992370605,-3.9529914855957,12962100,37624900,24662800,1,1,0,0,43959189504,"Large Cap"
"SSRM","SSR MINING INC","Materials","NASDAQ",2500,7.84000015258789,10.8800001144409,3.03999996185303,1759600,4804500,3044900,0,0,0,0,1860377600,"Small Cap"
"PGR","PROGRESSIVE CORP","Financials","New York Stock Exchange Inc.",61432,240.924285888672,272.762969970703,31.8386840820312,3204800,7280200,4075400,0,0,0,0,151037853696,"Large Cap"
"WVE","WAVE LIFE SCIENCES LTD","Health Care","NASDAQ",266,11.1000003814697,9.59000015258789,-1.51000022888184,796100,1619800,823700,0,0,0,0,925520640,"Small Cap"
"TEX","TEREX CORP","Industrials","New York Stock Exchange Inc.",10200,48.6743202209473,39.0900001525879,-9.58432006835938,641700,3958100,3316400,1,1,0,0,2265405952,"Medium Cap"
"AEE","AMEREN CORP","Utilities","New York Stock Exchange Inc.",9372,95.5515289306641,98.9100036621094,3.35847473144531,1506200,3577200,2071000,1,1,0,0,25878435840,"Large Cap"
"CAL","CALERES INC","Consumer Discretionary","New York Stock Exchange Inc.",5100,19.601993560791,16.4345970153809,-3.16739654541016,588200,2820200,2232000,0,0,0,0,540818688,"Small Cap"
"ASC","ARDMORE SHIPPING CORP","Energy","New York Stock Exchange Inc.",56,11.4099998474121,10.0100002288818,-1.39999961853027,1072300,1143400,71100,0,0,0,0,353998848,"Small Cap"
"MBIN","MERCHANTS BANCORP","Financials","NASDAQ",618,39.6115646362305,38.2200012207031,-1.39156341552734,261500,273500,12000,1,1,0,0,1532795648,"Small Cap"
"AKBA","AKEBIA THERAPEUTICS INC","Health Care","NASDAQ",167,2.36999988555908,2.13000011444092,-0.239999771118164,5656200,8664300,3008100,0,0,0,0,462378880,"Small Cap"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","NASDAQ",29000,3.86999988555908,2.44000005722046,-1.42999982833862,3856300,3644600,-211700,0,0,0,0,791908224,"Small Cap"
"ISRG","INTUITIVE SURGICAL INC","Health Care","NASDAQ",13676,604.119995117188,492.489990234375,-111.630004882812,1993500,3377200,1383700,0,0,0,0,161789820928,"Large Cap"
"BFS","SAUL CENTERS REIT INC","Real Estate","New York Stock Exchange Inc.",132,37.189998626709,35.7900009155273,-1.39999771118164,32500,125200,92700,0,0,0,0,1172811264,"Small Cap"
"EVRI","EVERI HOLDINGS INC","Consumer Discretionary","New York Stock Exchange Inc.",2200,13.6000003814697,13.6800003051758,0.0799999237060547,502100,2242300,1740200,0,0,0,0,1165180160,"Small Cap"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","New York Stock Exchange Inc.",12570,50.2931823730469,47.939998626709,-2.35318374633789,13416700,23304400,9887700,1,1,0,0,38098804736,"Large Cap"
"EME","EMCOR GROUP INC","Industrials","New York Stock Exchange Inc.",38300,527.159973144531,395.140014648438,-132.019958496094,411700,1255900,844200,0,0,0,0,15552538624,"Large Cap"
"AVDX","AVIDXCHANGE HOLDINGS INC","Financials","NASDAQ",1600,10.4099998474121,8.47999954223633,-1.93000030517578,1213300,2198700,985400,0,0,0,0,1602817408,"Small Cap"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","NASDAQ",1314,116.790000915527,74.0999984741211,-42.6900024414062,1198300,2592500,1394200,0,0,0,0,5281457152,"Medium Cap"
"DCO","DUCOMMUN INC","Industrials","New York Stock Exchange Inc.",2265,69.9000015258789,58.8300018310547,-11.0699996948242,101700,271300,169600,0,0,0,0,806482624,"Small Cap"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","NASDAQ",992,68.659538269043,63.8699989318848,-4.7895393371582,23400,64300,40900,0,0,0,0,1187166336,"Small Cap"
"UEC","URANIUM ENERGY CORP","Energy","Nyse Mkt Llc",94,7.42000007629395,5.53000020980835,-1.8899998664856,7943400,20660000,12716600,0,0,0,0,1809248896,"Small Cap"
"BAND","BANDWIDTH INC CLASS A","Communication","NASDAQ",1100,16.0200004577637,15.1000003814697,-0.920000076293945,259100,238800,-20300,0,0,0,0,353503936,"Small Cap"
"SWTX","SPRINGWORKS THERAPEUTICS INC","Health Care","NASDAQ",305,36.3499984741211,49.8899993896484,13.5400009155273,1303500,2441700,1138200,0,0,0,0,2929240320,"Medium Cap"
"DTE","DTE ENERGY","Utilities","New York Stock Exchange Inc.",9412,122.891624450684,137.110000610352,14.218376159668,1209300,3749100,2539800,1,1,0,0,27350872064,"Large Cap"
"PL","PLANET LABS CLASS A","Industrials","New York Stock Exchange Inc.",1020,4.67000007629395,3.78999996185303,-0.880000114440918,9623700,17295900,7672200,0,0,0,0,958135744,"Small Cap"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","New York Stock Exchange Inc.",12700,36.9799995422363,33.810001373291,-3.16999816894531,1446000,1591700,145700,0,0,0,0,6485391360,"Medium Cap"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","NASDAQ",4580,282.079986572266,171.080001831055,-110.999984741211,334500,2852800,2518300,0,0,0,0,9231654912,"Medium Cap"
"VYX","NCR VOYIX CORP","Information Technology","New York Stock Exchange Inc.",15500,12.960000038147,10.0200004577637,-2.9399995803833,1250400,3685300,2434900,0,0,0,0,1190227328,"Small Cap"
"ULCC","FRONTIER GROUP HOLDINGS INC","Industrials","NASDAQ",8011,8.52999973297119,5.46999979019165,-3.05999994277954,2904300,2701100,-203200,0,0,0,0,786624000,"Small Cap"
"CROX","CROCS INC","Consumer Discretionary","NASDAQ",7030,103.300003051758,104.589996337891,1.28999328613281,1666100,4147600,2481500,0,0,0,0,5642056704,"Medium Cap"
"NATL","NCR ATLEOS CORP","Financials","New York Stock Exchange Inc.",20000,33.0400009155273,27.1200008392334,-5.92000007629395,196800,1309100,1112300,0,0,0,0,1795902208,"Small Cap"
"FATE","FATE THERAPEUTICS INC","Health Care","NASDAQ",181,1.32000005245209,0.910000026226044,-0.410000026226044,1010100,1157400,147300,0,0,0,0,86280080,"Small Cap"
"QSI","QUANTUM SI INC CLASS A","Health Care","NASDAQ",159,2.44000005722046,1.45500004291534,-0.985000014305115,20441000,8654400,-11786600,0,0,0,0,206953840,"Small Cap"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","NASDAQ",12371,185.139999389648,213.470001220703,28.3300018310547,1611200,3631800,2020600,0,0,0,0,34342592512,"Large Cap"
"KMI","KINDER MORGAN INC","Energy","New York Stock Exchange Inc.",10891,30.8928031921387,27.9300003051758,-2.96280288696289,22826600,19506400,-3320200,1,1,0,0,56193368064,"Large Cap"
"GTLS","CHART INDUSTRIES INC","Industrials","New York Stock Exchange Inc.",11637,218.350006103516,155.179992675781,-63.1700134277344,656700,1060400,403700,0,0,0,0,5278404096,"Medium Cap"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","NASDAQ",1800,7.26000022888184,7.23000001907349,-0.0300002098083496,11286600,14843900,3557300,0,0,0,0,9885641728,"Medium Cap"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","New York Stock Exchange Inc.",104,28.9621639251709,28.3372936248779,-0.624870300292969,287500,738300,450800,0,0,0,0,2104596480,"Medium Cap"
"RGR","STURM RUGER INC","Consumer Discretionary","New York Stock Exchange Inc.",1880,35.5463485717773,39.4099998474121,3.86365127563477,172600,289600,117000,1,1,0,0,648358016,"Small Cap"
"CCRN","CROSS COUNTRY HEALTHCARE INC","Health Care","NASDAQ",13131,18.2099990844727,14.9399995803833,-3.26999950408936,301000,977600,676600,0,0,0,0,476110848,"Small Cap"
"TALK","TALKSPACE INC","Health Care","NASDAQ",472,3.14000010490417,2.79999995231628,-0.340000152587891,848500,1520700,672200,0,0,0,0,442989312,"Small Cap"
