,Ticker,Date,Open,High,Low,Close,Volume
77,AOS,2025-02-06,65.98999786376953,66.0999984741211,65.44000244140625,65.51000213623047,1239000
78,AOS,2025-02-07,65.41000366210938,66.25,65.05000305175781,65.16000366210938,1263800
79,AOS,2025-02-10,65.55000305175781,66.01000213623047,65.0,65.7300033569336,972700
80,AOS,2025-02-11,65.9000015258789,66.06999969482422,65.37999725341797,65.97000122070312,769500
81,AOS,2025-02-12,64.83999633789062,65.68000030517578,64.55000305175781,65.25,863800
82,AOS,2025-02-13,65.41999816894531,66.0999984741211,65.23999786376953,66.0,1350200
83,AOS,2025-02-14,66.3499984741211,67.06999969482422,65.91999816894531,66.22000122070312,1719900
84,AOS,2025-02-18,66.05999755859375,66.70999908447266,65.55000305175781,65.72000122070312,1488200
85,AOS,2025-02-19,65.4000015258789,67.63999938964844,65.04000091552734,67.36000061035156,2437500
86,AOS,2025-02-20,67.30000305175781,67.7699966430664,66.6500015258789,66.79000091552734,1275200
87,AOS,2025-02-21,67.12000274658203,67.44000244140625,65.61000061035156,65.9800033569336,1097800
88,AOS,2025-02-24,65.94999694824219,66.6500015258789,65.20999908447266,66.2300033569336,926800
89,AOS,2025-02-25,66.52999877929688,67.58000183105469,66.44000244140625,66.98999786376953,1316600
90,AOS,2025-02-26,67.01000213623047,67.44000244140625,66.0999984741211,66.16000366210938,1091100
91,AOS,2025-02-27,65.70999908447266,66.69999694824219,65.55999755859375,65.94000244140625,795100
92,AOS,2025-02-28,66.22000122070312,66.98999786376953,65.62999725341797,66.4800033569336,1386900
93,AOS,2025-03-03,67.02999877929688,67.29000091552734,66.0999984741211,66.37999725341797,1633400
94,AOS,2025-03-04,65.80999755859375,66.75,65.12999725341797,65.61000061035156,1652500
95,AOS,2025-03-05,66.16000366210938,67.0,65.63999938964844,66.5,1473100
96,AOS,2025-03-06,66.5,68.38999938964844,66.12000274658203,68.2300033569336,1624800
97,AOS,2025-03-07,68.0199966430664,69.9800033569336,68.0199966430664,69.41000366210938,1389400
98,AOS,2025-03-10,69.38999938964844,70.94999694824219,69.04000091552734,69.61000061035156,1491100
99,AOS,2025-03-11,69.45999908447266,69.98999786376953,66.4800033569336,67.11000061035156,1966900
100,AOS,2025-03-12,67.22000122070312,67.56999969482422,65.62000274658203,65.63999938964844,1384400
101,AOS,2025-03-13,65.08999633789062,65.9800033569336,65.0199966430664,65.44999694824219,1171800
102,AOS,2025-03-14,66.22000122070312,66.91999816894531,65.44999694824219,66.8499984741211,1152700
103,AOS,2025-03-17,66.16999816894531,67.72000122070312,66.1500015258789,67.48999786376953,1139600
104,AOS,2025-03-18,67.22000122070312,67.95999908447266,67.08000183105469,67.66000366210938,1032300
105,AOS,2025-03-19,67.48999786376953,67.94000244140625,67.05000305175781,67.5999984741211,1217800
106,AOS,2025-03-20,66.98999786376953,67.30999755859375,66.5199966430664,66.70999908447266,1101800
107,AOS,2025-03-21,66.27999877929688,66.81999969482422,65.88999938964844,66.5,4061300
108,ABT,2025-01-02,113.09650375681082,113.36509092983532,112.17135835484501,112.84780883789062,3569100
109,ABT,2025-01-03,113.34520518636951,113.63369221963585,112.68864691971498,113.23577880859375,4416700
110,ABT,2025-01-06,112.91744543764516,113.66353020977469,112.2012028420701,112.44989776611328,6037200
111,ABT,2025-01-07,112.77817936819919,114.09128829244982,112.57921887084792,112.80802154541016,5300100
112,ABT,2025-01-08,112.94728704195784,113.71326406472068,111.67397025163862,113.65357971191406,4455800
113,ABT,2025-01-10,113.17608660226175,113.2457208798157,111.20642698598253,111.72370910644531,5108700
114,ABT,2025-01-13,112.01219710112508,112.79807400573672,111.39543852022597,112.59912109375,4409700
115,ABT,2025-01-14,112.96718226324354,113.21587719255824,111.70381536173437,112.43000030517578,3972400
116,ABT,2025-01-15,112.1500015258789,112.76000213623047,110.86000061035156,111.0999984741211,6543700
117,ABT,2025-01-16,111.0199966430664,113.94999694824219,111.0199966430664,113.91000366210938,5598700
118,ABT,2025-01-17,113.62000274658203,114.79000091552734,113.38999938964844,113.4800033569336,6459800
119,ABT,2025-01-21,114.25,116.9000015258789,114.13999938964844,116.79000091552734,8486300
120,ABT,2025-01-22,114.12999725341797,119.94000244140625,113.5,117.77999877929688,13200700
121,ABT,2025-01-23,118.12999725341797,123.2300033569336,117.77999877929688,123.22000122070312,13089400
122,ABT,2025-01-24,122.58999633789062,125.66999816894531,122.18000030517578,125.02999877929688,9960200
123,ABT,2025-01-27,126.7300033569336,129.75999450683594,125.47000122070312,129.42999267578125,11845100
124,ABT,2025-01-28,129.75,129.85000610351562,126.66999816894531,127.38999938964844,11948500
125,ABT,2025-01-29,128.16000366210938,129.3000030517578,127.62999725341797,127.86000061035156,7609800
126,ABT,2025-01-30,127.98999786376953,129.19000244140625,127.19000244140625,128.80999755859375,6340400
127,ABT,2025-01-31,128.3699951171875,128.75999450683594,127.68000030517578,127.93000030517578,7129400
128,ABT,2025-02-03,126.6500015258789,128.9499969482422,126.01000213623047,128.4499969482422,5720600
129,ABT,2025-02-04,126.44000244140625,129.1999969482422,126.0,129.10000610351562,6957400
130,ABT,2025-02-05,129.42999267578125,132.5,128.9499969482422,132.05999755859375,8680100
131,ABT,2025-02-06,131.8000030517578,131.89999389648438,128.13999938964844,128.22000122070312,6469200
132,ABT,2025-02-07,128.07000732421875,129.49000549316406,128.07000732421875,129.07000732421875,6455200
133,ABT,2025-02-10,129.07000732421875,131.42999267578125,128.60000610351562,131.30999755859375,5503600
134,ABT,2025-02-11,131.1999969482422,132.0500030517578,130.47000122070312,131.44000244140625,5314100
135,ABT,2025-02-12,130.49000549316406,130.8000030517578,129.24000549316406,130.49000549316406,4703700
136,ABT,2025-02-13,130.92999267578125,132.0399932861328,130.5500030517578,131.7899932861328,4168400
137,ABT,2025-02-14,132.32000732421875,132.64999389648438,130.52000427246094,130.61000061035156,3733900
138,ABT,2025-02-18,129.75999450683594,130.82000732421875,128.25,130.17999267578125,5116200
139,ABT,2025-02-19,130.25999450683594,132.25999450683594,130.0,132.1300048828125,3806800
140,ABT,2025-02-20,131.72999572753906,133.27999877929688,131.35000610351562,133.1699981689453,5046900
141,ABT,2025-02-21,132.41000366210938,135.41000366210938,132.41000366210938,134.9199981689453,7160100
142,ABT,2025-02-24,134.49000549316406,136.58999633789062,134.3000030517578,134.9499969482422,5947200
143,ABT,2025-02-25,135.3800048828125,136.4499969482422,134.36000061035156,135.82000732421875,6385700
144,ABT,2025-02-26,135.14999389648438,136.30999755859375,134.27000427246094,135.9600067138672,5388000
145,ABT,2025-02-27,135.72000122070312,136.99000549316406,135.22000122070312,135.8699951171875,4890700
146,ABT,2025-02-28,136.39999389648438,138.3699951171875,134.75,138.00999450683594,8756100
147,ABT,2025-03-03,138.1699981689453,140.83999633789062,138.00999450683594,140.22000122070312,7589800
148,ABT,2025-03-04,141.0,141.22999572753906,137.52999877929688,137.5800018310547,8356300
149,ABT,2025-03-05,136.89999389648438,138.5,136.0399932861328,137.7100067138672,8156700
150,ABT,2025-03-06,137.05999755859375,137.72000122070312,133.4600067138672,135.0800018310547,9184200
151,ABT,2025-03-07,134.50999450683594,137.47999572753906,133.9600067138672,137.13999938964844,8254800
152,ABT,2025-03-10,136.42999267578125,139.14999389648438,136.42999267578125,137.36000061035156,7028000
153,ABT,2025-03-11,137.05999755859375,137.05999755859375,132.30999755859375,132.66000366210938,9313500
154,ABT,2025-03-12,132.2899932861328,132.61000061035156,129.44000244140625,130.27999877929688,6771000
155,ABT,2025-03-13,130.27999877929688,130.85000610351562,129.0,129.88999938964844,9012900
156,ABT,2025-03-14,125.0,128.49000549316406,124.5,126.70999908447266,9537900
157,ABT,2025-03-17,126.72000122070312,127.87000274658203,126.19999694824219,127.63999938964844,6662800
158,ABT,2025-03-18,127.94999694824219,128.6199951171875,124.9000015258789,126.30000305175781,7959600
159,ABT,2025-03-19,126.33000183105469,127.77999877929688,125.77999877929688,127.41999816894531,5098500
160,ABT,2025-03-20,127.33000183105469,127.76000213623047,126.37999725341797,126.77999877929688,5158500
161,ABT,2025-03-21,126.33000183105469,126.80999755859375,125.48999786376953,126.33999633789062,8853800
162,ABBV,2025-01-02,176.99094466080808,178.10047667549117,176.2380349797817,177.76365661621094,4092000
163,ABBV,2025-01-03,177.98159943182318,179.87375962203564,177.12963304518888,179.5270233154297,4380200
164,ABBV,2025-01-06,179.0911358508838,180.27992232023573,177.58533159437664,178.41749572753906,6302100
165,ABBV,2025-01-07,177.95188555839286,180.4681500035665,176.72346430574484,177.85281372070312,5905200
166,ABBV,2025-01-08,177.5259007757715,177.56553555867853,174.53410954839688,176.8324432373047,4488500
167,ABBV,2025-01-10,175.2077684581604,175.8814086191938,171.7107470477441,173.53355407714844,5372200
168,ABBV,2025-01-13,173.52364115249972,176.31728856620077,172.7112944198253,175.08888244628906,4734100
169,ABBV,2025-01-14,174.9600986555143,175.1285086906603,172.4636364246193,173.91000366210938,4779100
170,ABBV,2025-01-15,173.52000427246094,174.4600067138672,168.72000122070312,171.35000610351562,8048700
171,ABBV,2025-01-16,171.4499969482422,173.9600067138672,170.52000427246094,173.6999969482422,5236000
172,ABBV,2025-01-17,172.8800048828125,173.99000549316406,171.27000427246094,171.55999755859375,7852500
173,ABBV,2025-01-21,172.16000366210938,175.66000366210938,171.22000122070312,172.61000061035156,7548500
174,ABBV,2025-01-22,170.3000030517578,170.8699951171875,168.05999755859375,169.1999969482422,9465000
175,ABBV,2025-01-23,170.4600067138672,170.69000244140625,168.47999572753906,170.6699981689453,7116200
176,ABBV,2025-01-24,169.32000732421875,171.11000061035156,169.25,170.3000030517578,5584900
177,ABBV,2025-01-27,172.66000366210938,177.4499969482422,172.58999633789062,176.89999389648438,6985200
178,ABBV,2025-01-28,176.8000030517578,177.16000366210938,173.72999572753906,174.80999755859375,5603700
179,ABBV,2025-01-29,174.5,176.9199981689453,174.3000030517578,175.25999450683594,3748300
180,ABBV,2025-01-30,176.00999450683594,176.1199951171875,173.97999572753906,175.64999389648438,5209200
181,ABBV,2025-01-31,187.3000030517578,191.77000427246094,183.6699981689453,183.89999389648438,11928300
182,ABBV,2025-02-03,183.17999267578125,191.66000366210938,182.14999389648438,190.13999938964844,9830000
183,ABBV,2025-02-04,187.6300048828125,191.14999389648438,187.0500030517578,189.9499969482422,7377800
184,ABBV,2025-02-05,190.52000427246094,193.3800048828125,189.9199981689453,191.75,6449600
185,ABBV,2025-02-06,191.89999389648438,194.49000549316406,190.55999755859375,192.97000122070312,4586400
186,ABBV,2025-02-07,193.16000366210938,193.86000061035156,190.44000244140625,190.60000610351562,3805900
187,ABBV,2025-02-10,191.4600067138672,191.4600067138672,189.08999633789062,190.33999633789062,3685700
188,ABBV,2025-02-11,189.8000030517578,191.92999267578125,188.25999450683594,191.8300018310547,3977000
189,ABBV,2025-02-12,190.5,194.3699951171875,190.38999938964844,193.0,4525000
190,ABBV,2025-02-13,194.27999877929688,194.27999877929688,191.42999267578125,193.4499969482422,4108900
191,ABBV,2025-02-14,193.9499969482422,195.17999267578125,192.77999877929688,192.8699951171875,3976900
192,ABBV,2025-02-18,192.0,197.02000427246094,190.6699981689453,196.25,6065500
193,ABBV,2025-02-19,196.7899932861328,198.11000061035156,196.00999450683594,197.35000610351562,4888700
194,ABBV,2025-02-20,198.0,201.36000061035156,196.8300018310547,200.8800048828125,5067000
195,ABBV,2025-02-21,200.32000732421875,203.97999572753906,200.02000427246094,202.0800018310547,5889400
196,ABBV,2025-02-24,201.8300018310547,205.5,201.27999877929688,204.0800018310547,6305000
197,ABBV,2025-02-25,205.17999267578125,206.00999450683594,202.35000610351562,204.13999938964844,7746800
198,ABBV,2025-02-26,203.58999633789062,203.8300018310547,201.42999267578125,203.00999450683594,4766700
199,ABBV,2025-02-27,203.05999755859375,206.8000030517578,202.25,205.02000427246094,5696900
200,ABBV,2025-02-28,205.1199951171875,209.60000610351562,204.41000366210938,209.02999877929688,13136400
201,ABBV,2025-03-03,209.97999572753906,212.3000030517578,208.91000366210938,211.47999572753906,7016400
202,ABBV,2025-03-04,214.47000122070312,215.66000366210938,207.6699981689453,207.75999450683594,7554000
203,ABBV,2025-03-05,207.07000732421875,212.17999267578125,206.0,211.5399932861328,5752800
204,ABBV,2025-03-06,211.4499969482422,211.97999572753906,208.5,210.75,4346000
205,ABBV,2025-03-07,211.11000061035156,214.99000549316406,209.0,214.2899932861328,6806100
206,ABBV,2025-03-10,209.99000549316406,218.66000366210938,209.1999969482422,216.66000366210938,8604000
207,ABBV,2025-03-11,216.66000366210938,216.66000366210938,212.41000366210938,213.58999633789062,7144500
208,ABBV,2025-03-12,212.0,213.8699951171875,209.30999755859375,212.05999755859375,6139800
209,ABBV,2025-03-13,212.0,213.8000030517578,210.67999267578125,211.5500030517578,5559500
210,ABBV,2025-03-14,209.77999877929688,212.82000732421875,208.2899932861328,211.77000427246094,4511600
211,ABBV,2025-03-17,212.22000122070312,215.5,209.52000427246094,214.47000122070312,5075400
212,ABBV,2025-03-18,214.47000122070312,215.17999267578125,212.27000427246094,213.85000610351562,5088200
213,ABBV,2025-03-19,214.02999877929688,214.5,210.77999877929688,212.25,5412900
214,ABBV,2025-03-20,213.00999450683594,213.4199981689453,211.11000061035156,211.9600067138672,5836100
215,ABBV,2025-03-21,211.72999572753906,212.8800048828125,208.74000549316406,210.00999450683594,16647000
216,ACN,2025-01-02,353.1000061035156,354.80999755859375,346.1099853515625,348.82000732421875,2253600
217,ACN,2025-01-03,350.0,354.82000732421875,349.0899963378906,353.8500061035156,2029700
218,ACN,2025-01-06,352.80999755859375,354.489990234375,349.6499938964844,351.3299865722656,2356300
219,ACN,2025-01-07,355.3500061035156,363.2200012207031,353.80999755859375,356.3900146484375,4663100
220,ACN,2025-01-08,361.0,363.6000061035156,355.3500061035156,357.7300109863281,2216900
221,ACN,2025-01-10,355.0299987792969,358.0,348.739990234375,349.7900085449219,2830000
222,ACN,2025-01-13,345.1300048828125,350.9100036621094,344.3699951171875,349.1400146484375,2711200
223,ACN,2025-01-14,351.2099914550781,352.5199890136719,345.6300048828125,348.989990234375,1825400
224,ACN,2025-01-15,352.3500061035156,355.20001220703125,349.05999755859375,349.7300109863281,2624000
225,ACN,2025-01-16,349.1099853515625,353.25,347.0,350.55999755859375,2025800
226,ACN,2025-01-17,354.9200134277344,357.0,351.9100036621094,352.5899963378906,4064800
227,ACN,2025-01-21,349.25,356.8599853515625,348.0,356.4200134277344,3098600
228,ACN,2025-01-22,358.239990234375,360.1700134277344,354.8399963378906,359.1099853515625,3155800
229,ACN,2025-01-23,358.0899963378906,363.32000732421875,357.6499938964844,363.260009765625,2111100
230,ACN,2025-01-24,362.1400146484375,364.0,360.1499938964844,362.4100036621094,1827800
231,ACN,2025-01-27,359.32000732421875,373.8500061035156,358.92999267578125,373.1499938964844,3855600
232,ACN,2025-01-28,372.0,382.0199890136719,370.75,378.3900146484375,4052700
233,ACN,2025-01-29,379.8699951171875,381.8999938964844,373.17999267578125,374.4200134277344,2345600
234,ACN,2025-01-30,378.0,385.9100036621094,376.7200012207031,380.75,2218600
235,ACN,2025-01-31,380.75,387.0,379.6400146484375,384.95001220703125,3106600
236,ACN,2025-02-03,381.1400146484375,386.6600036621094,378.5400085449219,385.2099914550781,2792900
237,ACN,2025-02-04,381.510009765625,392.45001220703125,380.54998779296875,391.6199951171875,3166600
238,ACN,2025-02-05,390.82000732421875,398.3500061035156,390.4200134277344,398.25,3463400
239,ACN,2025-02-06,395.20001220703125,397.8800048828125,385.9200134277344,387.3399963378906,2828000
240,ACN,2025-02-07,389.0,390.5299987792969,385.3599853515625,385.9800109863281,2437400
241,ACN,2025-02-10,388.239990234375,390.0,385.19000244140625,386.8900146484375,1771300
242,ACN,2025-02-11,385.0,390.3500061035156,383.8900146484375,390.010009765625,2121000
243,ACN,2025-02-12,386.04998779296875,391.510009765625,386.0,388.8299865722656,2251000
244,ACN,2025-02-13,388.6099853515625,390.9100036621094,384.7300109863281,389.5299987792969,3387300
245,ACN,2025-02-14,390.0,391.0,387.42999267578125,388.0,2024700
246,ACN,2025-02-18,384.6300048828125,390.489990234375,381.489990234375,387.55999755859375,3701100
247,ACN,2025-02-19,385.989990234375,392.0199890136719,384.44000244140625,390.2200012207031,1438000
248,ACN,2025-02-20,387.8699951171875,390.0,384.25,384.8399963378906,2252400
249,ACN,2025-02-21,380.0,382.7699890136719,363.92999267578125,364.260009765625,3751700
250,ACN,2025-02-24,364.4100036621094,366.92999267578125,361.05999755859375,363.9100036621094,2755800
251,ACN,2025-02-25,361.0799865722656,365.5799865722656,359.5,362.95001220703125,1947600
252,ACN,2025-02-26,362.70001220703125,363.010009765625,356.8599853515625,358.3500061035156,2267500
253,ACN,2025-02-27,358.04998779296875,361.6199951171875,355.3699951171875,356.8699951171875,2735400
254,ACN,2025-02-28,357.1499938964844,359.1400146484375,342.4100036621094,348.5,5768000
255,ACN,2025-03-03,349.4200134277344,351.989990234375,343.010009765625,344.989990234375,3011100
256,ACN,2025-03-04,342.17999267578125,349.239990234375,342.0,345.7799987792969,3156300
257,ACN,2025-03-05,345.2200012207031,348.79998779296875,343.4599914550781,348.260009765625,2578500
258,ACN,2025-03-06,344.5199890136719,347.1000061035156,339.82000732421875,341.8399963378906,3467600
259,ACN,2025-03-07,339.0,342.8900146484375,335.9100036621094,342.17999267578125,4459900
260,ACN,2025-03-10,338.8900146484375,339.8999938964844,332.5299987792969,335.29998779296875,3454700
261,ACN,2025-03-11,333.0799865722656,334.42999267578125,325.54998779296875,327.7900085449219,3390000
262,ACN,2025-03-12,328.5,330.0,322.8900146484375,324.3299865722656,3086200
263,ACN,2025-03-13,323.69000244140625,323.69000244140625,314.6099853515625,317.07000732421875,3667400
264,ACN,2025-03-14,316.4100036621094,318.8999938964844,314.2900085449219,318.82000732421875,4086000
265,ACN,2025-03-17,320.0,326.7300109863281,319.6000061035156,325.7099914550781,3518100
266,ACN,2025-03-18,323.6400146484375,325.04998779296875,319.489990234375,324.07000732421875,2811300
267,ACN,2025-03-19,325.19000244140625,326.7300109863281,321.07000732421875,324.4700012207031,4314100
268,ACN,2025-03-20,296.1499938964844,306.8500061035156,291.510009765625,300.9100036621094,10699500
269,ACN,2025-03-21,298.04998779296875,305.6000061035156,295.5799865722656,305.32000732421875,11733400
270,ADBE,2025-01-02,447.760009765625,450.1199951171875,440.55999755859375,441.0,2504700
271,ADBE,2025-01-03,429.45001220703125,433.29998779296875,425.32000732421875,430.57000732421875,5617000
272,ADBE,2025-01-06,431.8800048828125,436.4100036621094,427.7900085449219,431.17999267578125,3994400
273,ADBE,2025-01-07,431.3699951171875,435.17999267578125,420.510009765625,422.6300048828125,4181400
274,ADBE,2025-01-08,417.3399963378906,422.6600036621094,415.510009765625,419.5799865722656,3508800
275,ADBE,2025-01-10,410.0,413.1000061035156,405.32000732421875,405.9200134277344,5564300
276,ADBE,2025-01-13,404.2699890136719,409.9599914550781,403.75,408.5,4558800
277,ADBE,2025-01-14,407.25,412.75,405.07000732421875,412.7099914550781,3577100
278,ADBE,2025-01-15,421.70001220703125,423.9700012207031,415.6600036621094,417.2799987792969,4345800
279,ADBE,2025-01-16,418.2099914550781,428.8900146484375,418.0,426.92999267578125,4185600
280,ADBE,2025-01-17,434.3500061035156,435.989990234375,425.70001220703125,429.989990234375,4012700
281,ADBE,2025-01-21,433.260009765625,439.9800109863281,431.5,436.3599853515625,3833300
282,ADBE,2025-01-22,438.0,439.7300109863281,433.42999267578125,437.32000732421875,3391600
283,ADBE,2025-01-23,435.8800048828125,437.7300109863281,432.489990234375,437.2799987792969,2716700
284,ADBE,2025-01-24,437.2799987792969,441.8800048828125,434.7300109863281,435.3800048828125,2631800
285,ADBE,2025-01-27,430.2300109863281,445.45001220703125,430.1199951171875,438.6000061035156,5086300
286,ADBE,2025-01-28,436.2699890136719,445.80999755859375,431.6400146484375,442.8399963378906,5376400
287,ADBE,2025-01-29,439.9200134277344,444.3599853515625,438.8299865722656,441.67999267578125,2997600
288,ADBE,2025-01-30,439.6700134277344,448.4200134277344,439.2300109863281,446.0,3290100
289,ADBE,2025-01-31,446.9800109863281,447.010009765625,435.8299865722656,437.45001220703125,4689100
290,ADBE,2025-02-03,437.79998779296875,442.739990234375,430.8800048828125,438.6000061035156,3348700
291,ADBE,2025-02-04,435.42999267578125,443.5799865722656,434.260009765625,440.2300109863281,2647700
