Ticker,Market Cap
DOX,9388043264.0
FHN,8334500864.0
EHC,9865453568.0
CLH,10195092480.0
VTRS,9095917568.0
BG,9806456832.0
SGI,11828684800.0
RIVN,12675259392.0
HST,9304027136.0
OHI,10801490944.0
BRBR,8961850368.0
LAMR,10754756608.0
ALLY,9865176064.0
WTRG,10899729408.0
PEN,10101950464.0
INCY,11723683840.0
CG,12963575808.0
DTM,8861783040.0
SAIA,8585978880.0
CNM,9135490048.0
JEF,8897625088.0
RBC,9710598144.0
ATR,9247127552.0
IPG,8831781888.0
RL,12205841408.0
PRI,8217306112.0
AFG,10229859328.0
BWXT,8156063232.0
OGE,8790024192.0
RRC,8072522240.0
LBRDK,11045885952.0
EPAM,8230001152.0
PR,8637614080.0
BLD,8863958016.0
SSB,8259220480.0
X,8669047808.0
SF,8210132992.0
ORI,8971980800.0
AIT,8091853824.0
CIEN,7604810752.0
ACI,12728955904.0
CUBE,9099260928.0
ARMK,8313692672.0
TECH,8176311808.0
NVT,7448133120.0
FYBR,8899343360.0
INGR,8401292288.0
CHE,8743087104.0
WBS,7155366400.0
HRL,16904326144.0
MRNA,9708103680.0
G,8268739584.0
ROKU,8067784192.0
CACI,8656470016.0
MUSA,9304347648.0
AES,7674292736.0
COHR,7838231552.0
CRS,7575204864.0
HAS,
MOS,
HSIC,
DAY,8148910592.0
MLI,7819373568.0
QGEN,8268597760.0
ALSN,7324348928.0
EGP,8346209792.0
HLI,10268496896.0
PCTY,9773553664.0
FND,7693829120.0
WYNN,7441244672.0
GME,10502002688.0
AYI,7218766848.0
GMED,9467016192.0
COOP,8587212288.0
REXR,8198040064.0
NCLH,6902736896.0
ENPH,7586614272.0
ALB,6883759616.0
DCI,7271475200.0
PLNT,7816063488.0
MIDD,7266914816.0
FRT,7696342016.0
HII,7256624128.0
APG,8984552448.0
COKE,11386205184.0
TTEK,7799847936.0
WAL,6859193344.0
MORN,11495698432.0
LNW,6738721792.0
MTCH,7197329408.0
NYT,7745461760.0
PNFP,6745603072.0
BERY,7689120256.0
LAD,7410393088.0
CHDN,7544258048.0
MSFUT,
EXAS,7903875584.0
SCCO,62412783616.0
SNX,8040508928.0
BRX,7332718080.0
AXS,7135987200.0
WBA,9235369984.0
CR,7882890752.0
ESTC,7950005760.0
CMA,6772853760.0
EXP,7233062400.0
MEDP,8678875136.0
RRX,6556799488.0
MKTX,8026390016.0
APA,5526491648.0
WMS,7842802688.0
AOS,8897362944.0
LW,8325843968.0
SEIC,8762088448.0
HALO,7383567360.0
CBSH,7430381056.0
ADC,8011597824.0
JAZZ,6683004416.0
AGNC,8220866048.0
HRB,7431296512.0
NNN,7626659328.0
TTC,6561175040.0
AA,6422936576.0
SKX,7497621504.0
CRL,6723938816.0
MTZ,8410481152.0
AXTA,6485391360.0
GPK,7547380224.0
HQY,6815916544.0
CFR,6868005888.0
FBIN,6428773888.0
RYAN,18483902464.0
OLLI,6939125760.0
CPB,11566480384.0
EVR,6414002688.0
ZION,6107632640.0
GNRC,6668422144.0
BECN,7564631552.0
CWST,6878832128.0
ENSG,7430707200.0
MASI,7802682368.0
NFG,6613026816.0
WTFC,6442220032.0
KBR,6167602176.0
KD,6685298688.0
EXLS,6956391936.0
BBWI,5846227968.0
AZEK,6651531776.0
PCOR,8593643520.0
CORT,7854697984.0
BFAM,6572791296.0
DVA,11959200768.0
CHRD,5224367616.0
DOCS,9614519296.0
RGEN,6285274624.0
FN,6155301376.0
UGI,6663499264.0
CVLT,6131065856.0
QRVO,5262909440.0
KNX,6314798592.0
WCC,6640145920.0
MGM,7669900288.0
LSCC,5371074048.0
EAT,5998040064.0
RLI,7039684096.0
ESAB,6493254656.0
CART,9889671168.0
FR,6507175936.0
ALAB,8584379392.0
AAL,6220668928.0
PRMB,12554752000.0
FAF,6353313792.0
SSD,6201297920.0
UMBF,6311920640.0
WH,6381516288.0
WING,6483517952.0
LNTH,6238138880.0
BROS,8379834368.0
CAVA,8691588096.0
PARA,7890817536.0
TFX,5894671872.0
STAG,6260056576.0
VNO,6859445760.0
FOX,21607835648.0
VOYA,5407744000.0
ONB,5731980800.0
BPOP,5720467456.0
RKLB,7424531968.0
UFPI,6474149376.0
ATI,6065622528.0
FLS,5279022080.0
WEX,4926564864.0
PB,6138728960.0
MTG,5612075008.0
MAT,5311919104.0
AUR,9885641728.0
SNV,5397702656.0
OLED,5383945216.0
SLM,5374203904.0
U,6931531776.0
AWI,5676002816.0
MTSI,6665306624.0
CELH,9154428928.0
ESNT,5631705088.0
MTDR,4805444608.0
OSK,5336881152.0
TREX,5899244544.0
IDA,6179911168.0
GTLS,5278404096.0
FLR,5211949568.0
CE,4580796416.0
ONTO,5145790464.0
LNC,5107008000.0
HR,5710060544.0
NXT,5756542464.0
ALK,5456326656.0
BWA,5687670272.0
SPXC,5722918400.0
MMSI,5463706624.0
R,5583787520.0
STWD,6330411520.0
CROX,5642056704.0
THG,5681250816.0
MTN,5423344640.0
TMHC,6045271552.0
AM,7815635968.0
COLD,5518262784.0
HLNE,7732877824.0
VMI,5324408320.0
UHALB,
MHK,6612337664.0
TRNO,5754641408.0
KEX,5073505280.0
JXN,5110667264.0
DBX,7465528320.0
NOV,4558415360.0
CRDO,5654372864.0
BMI,5081321472.0
BFB,
LPX,5996236800.0
ACIW,5285760512.0
HIMS,5774094336.0
IVZ,5736779264.0
VNOM,8248617472.0
JBTM,5386213888.0
RITM,5440897024.0
SAIC,5332244992.0
SN,9836920832.0
BEN,9199719424.0
CFLT,6737102848.0
MDGL,6941794304.0
SRPT,5281457152.0
RHI,4947453440.0
POST,6637741056.0
ETSY,4756137984.0
CHX,4645980160.0
RMBS,4633608704.0
SIGI,5246127616.0
BSY,11717962752.0
OPCH,5508743680.0
XP,6981124096.0
GTLB,6738760192.0
RVMD,5822794752.0
BPMC,5219842048.0
FCN,5673958912.0
VFC,4503463936.0
AGCO,5917335552.0
CZR,4914461184.0
ARW,4789426176.0
EPRT,5785620480.0
SITE,5009312768.0
OMF,4897669120.0
CMC,4627390976.0
HOMB,4987601408.0
NXST,4680721408.0
GNTX,5009440768.0
SNDK,4361825280.0
LRN,5443760640.0
WTS,6252026880.0
H,10474363904.0
KNF,4749805568.0
LOPE,4803074048.0
RHP,5076659200.0
AAON,6033765888.0
FOUR,6459604992.0
MSA,5267202048.0
DINO,5179308544.0
AMG,4353441792.0
VNT,4297430016.0
SKY,4992749056.0
MKSI,4066391808.0
WSC,4337877504.0
GATX,5201546240.0
TGTX,5866601984.0
GH,5008424448.0
AL,4699465728.0
CRUS,4423250432.0
CTRE,5248906240.0
GBCI,4376753152.0
FMC,4426597376.0
DAR,4621025792.0
LSTR,4825591808.0
ELAN,4542590464.0
MTH,4961894400.0
S,5574499840.0
ALKS,4888176640.0
CGNX,4225781504.0
APPF,7872538112.0
COLB,4366190080.0
BCPC,5067943936.0
IDCC,4913606144.0
SPSC,4864305664.0
MOGA,
RDN,4428659200.0
GPI,4983134720.0
ESI,4436871168.0
QTWO,4269785600.0
CSWI,4427214336.0
GKOS,4731863040.0
BBIO,5966228992.0
LAZ,3168047872.0
IONQ,4940059136.0
NJR,4799831552.0
ADMA,4279446272.0
ZWS,5004771840.0
HXL,3869945600.0
WHR,4744184832.0
FSS,4360500224.0
OZK,4330584576.0
PATH,5536989696.0
CWAN,5973759488.0
QLYS,4325890560.0
SIRI,6609382912.0
GLOB,4429599744.0
FNB,4129562624.0
JHG,4758251520.0
LEA,4360881664.0
CUZ,4371348480.0
KTOS,4252092416.0
ITRI,4319580160.0
KRG,4672969216.0
BIO,6402415616.0
NOVT,3744217856.0
CNX,4298736128.0
DLB,6986376192.0
BILL,4030984448.0
VRNS,4317417984.0
SWX,4950320640.0
PECO,4840742400.0
ABG,4178833920.0
HWC,3966143488.0
SON,4317793792.0
GXO,4104248064.0
AHR,4490602496.0
UBSI,4540730880.0
MGY,4094392064.0
SR,4422028288.0
LFUS,3770230528.0
IRT,4504121344.0
FFIN,4599762944.0
INSP,4223793920.0
VVV,4386220544.0
GTES,4032987136.0
MOD,3684386048.0
BRKR,5531163648.0
WTM,4554370048.0
TXNM,4749715456.0
LYFT,4531217408.0
IONS,4306361856.0
KRYS,4950296064.0
POR,4675778048.0
EEFT,4075926272.0
FIVE,3125154560.0
FCFS,5506908672.0
CBT,4243916544.0
CYTK,4423835136.0
GAP,7171932160.0
BIPC,4155162112.0
BOX,4286349824.0
AVT,3655684352.0
TKR,4216815872.0
PBH,4104206592.0
BDC,3585184512.0
CNO,3690524672.0
MMS,3885617664.0
CADE,4850565632.0
KAI,3599421696.0
LITE,3429552128.0
PIPR,3847496704.0
AN,6222611968.0
ROIV,6750173696.0
ORA,4142094080.0
BYD,5096809984.0
AROC,3824537344.0
ANF,3583571200.0
CLF,3441615616.0
CCCS,5542891008.0
AGO,3948161280.0
PVH,3564570880.0
SLGN,5106936832.0
TPG,15144616960.0
DY,4026935808.0
FELE,4003038208.0
PCVX,4068879360.0
SFBS,3861676544.0
VLY,4510221824.0
MARA,3907731968.0
ATGE,3652695552.0
BCC,3617758208.0
MAC,3827806208.0
MUR,3185421056.0
CVCO,3917949696.0
SPR,3404231936.0
OGS,4410182144.0
SEE,3558050304.0
RYN,3959926016.0
ITGR,3998965248.0
TENB,3855678976.0
EXPO,3916050432.0
CNR,3405496320.0
SBRA,4111102464.0
AXSM,4820947456.0
SLG,3823304192.0
BE,3826432768.0
MATX,3682347520.0
KMPR,3696694016.0
TDS,4085605888.0
NSIT,4213435904.0
SANM,3656092928.0
CALM,4526455296.0
LUMN,3352077056.0
BKH,4206246912.0
KBH,4125618176.0
ENS,3189371392.0
EPR,3562865920.0
ESE,3663161600.0
IBP,4809160192.0
BCO,3645774592.0
HRI,3481660416.0
WFRD,2898558208.0
MSGS,4344831488.0
THO,3800865280.0
MWA,3642515968.0
BC,3076552704.0
ESGR,4948056064.0
URBN,4318920192.0
ACA,3530880256.0
FRPT,3872641536.0
BHF,2848448256.0
RH,2727993344.0
KRC,3578609920.0
SKYW,3259087104.0
PRGO,3590236416.0
AUB,3658918656.0
VRRM,3573309440.0
PLMR,3555590400.0
CBZ,3903001856.0
AX,3302006272.0
CHH,5766714880.0
WK,3792433920.0
OGN,3366247424.0
NEU,5174482944.0
SKT,3464011776.0
NPO,3004544256.0
ST,2799613440.0
ALE,3781440768.0
AVAV,3150629120.0
BEPC,4645583872.0
MC,3570162944.0
MSM,3968499456.0
STRL,3192568320.0
GEO,3858000384.0
GFS,17438877696.0
SLAB,2990113792.0
STEP,5235426304.0
TCBI,2975043072.0
KFY,3217539584.0
M,3170172416.0
SM,2547924224.0
ASB,3215053056.0
PCH,3179702784.0
ELF,3097975040.0
PLXS,3034991872.0
COMP,4535096320.0
LINE,13690275840.0
CACC,5551861760.0
UPST,3261142784.0
NWS,14515105792.0
PTCT,3410312960.0
ASO,2519376640.0
CDE,3106283776.0
BXMT,3148768512.0
KTB,3203375360.0
HL,2982242048.0
ABCB,3509375744.0
BOOT,2992607232.0
SNEX,3349150720.0
CIVI,2258459904.0
FLO,3968102656.0
GLNG,3211895552.0
MPW,3147143936.0
MP,3768972544.0
DORM,3542878208.0
AEIS,2994304512.0
FUN,3159521536.0
HASI,3300399872.0
WLK,11366136832.0
IBOC,3543189760.0
RDNT,3605830656.0
NWE,3454842880.0
TNL,2728545536.0
PEGA,5437400064.0
PTEN,2186967552.0
SHAK,3341376768.0
OSIS,2930806016.0
NE,2923010816.0
MRP,3974135808.0
ROAD,3846521344.0
PJT,4924124160.0
WDFC,3320038144.0
MDU,3271339520.0
RARE,3045167104.0
CRC,3157224960.0
MGEE,3249514752.0
LLYVK,5924762624.0
HAE,3058459136.0
SWTX,2929240320.0
LANC,4957445632.0
FUL,2858670080.0
ZG,16082371584.0
AVNT,2785340160.0
FHB,2733405440.0
RUSHA,4047690240.0
OTTR,3214390528.0
IRTC,3151639040.0
SXT,3168391424.0
GVA,3129463040.0
ABM,2820326912.0
RNST,2788360448.0
TGNA,2561565952.0
VIRT,5451279360.0
RNA,3194032896.0
ALGM,3925544704.0
CRVL,5675694080.0
GHC,4028852224.0
AKRO,2924446208.0
ATMU,2726255616.0
DXC,2688577536.0
MIR,2941002496.0
FBP,2811957760.0
INTA,4045317888.0
MHO,3098916352.0
NSP,3151536384.0
GMS,2770541312.0
WSFS,2706317312.0
NHI,3263943680.0
TPH,2918886656.0
ICUI,3428693248.0
ADT,6834893824.0
GFF,3245355264.0
W,3307021312.0
SATS,6169443328.0
RXO,2373431296.0
SITM,2813565696.0
OLN,2313168384.0
WHD,2566560512.0
APLE,2749255680.0
CDP,3004845312.0
NMIH,2646815488.0
STNE,2902072576.0
WNS,2703245056.0
IAC,2842463232.0
AMED,3014938368.0
HOG,2842694912.0
CBU,2724255232.0
ZI,2750558464.0
HIW,2982889216.0
PRIM,2839174400.0
RELY,3743326720.0
WD,2656652800.0
POWI,2483081472.0
FTDR,2804997376.0
EBC,2879510784.0
BNL,3198737408.0
PAG,9464085504.0
BGC,3816975360.0
AWR,3023687168.0
CPRX,2801851392.0
GNW,2722524928.0
ASH,2320454912.0
SMPL,3419932928.0
FCPT,2771353600.0
FRSH,3705828352.0
YETI,2495982848.0
XRAY,2702311424.0
PSN,6287029760.0
AMTM,4250520832.0
HEES,3407956736.0
WAY,6013269504.0
FULT,2756686080.0
PATK,2637438720.0
AVA,3268577280.0
WU,3391919104.0
GSHD,4042624000.0
HGV,3183264768.0
ASGN,2698570752.0
IRDM,2673744384.0
SARO,7736105984.0
PTGX,2727918080.0
CPK,3003526400.0
CARG,2745096704.0
NVST,2665470208.0
CATY,2677869568.0
CWT,2883402752.0
ENVA,2215928320.0
BWIN,2928491520.0
NOG,2319258112.0
DNB,3881200896.0
WSBC,2659631360.0
PENN,2185612800.0
LAUR,2861899008.0
BL,2781678080.0
ACLX,3219169024.0
EPAC,2145547904.0
CRNX,2502074112.0
UNF,3033804800.0
VIAV,2190270720.0
CNK,2898448896.0
HP,1969683840.0
INDB,2360184576.0
DEI,2830169088.0
NWL,2138501120.0
BUR,2615510272.0
FLG,4329676800.0
YELP,2319083776.0
BLKB,3062510336.0
TEX,2265405952.0
NSA,5394809856.0
SMTC,2422963200.0
CNXC,3083656448.0
BOH,2446894336.0
ACHC,2543028992.0
EVTC,2155245824.0
SOUN,2920401664.0
GPOR,2895810304.0
SIG,2354550528.0
CCOI,2810732288.0
JWN,3895399424.0
SRRK,2546805760.0
UCB,2896776960.0
OSCR,3257383936.0
REZI,2309854464.0
WEN,2609912320.0
VKTX,2539049728.0
ASTS,6351994368.0
RYTM,2968352768.0
CWEN,5530407424.0
HUN,2333422336.0
MAN,2439371008.0
PFSI,5333191680.0
LTH,6098085376.0
SFNC,2299280896.0
MGRC,2580822272.0
HURN,2468824320.0
PRGS,2416770304.0
BKU,2226087936.0
ZETA,2876436224.0
GT,2765605632.0
ALIT,2644267264.0
ALRM,2528516608.0
HCC,2137061120.0
FIBK,2584006144.0
TNET,3651670016.0
PDCO,2737379328.0
NUVL,4706846208.0
AKR,2376191232.0
LBRT,1792189440.0
VCTR,3475775744.0
DRS,7994513408.0
BFH,2016182784.0
